name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
warsaw,2021-09-14,20.4,12.9,16,20.4,12.9,16,12.8,82.5,0,0,0,,0,0,7.2,9,294.9,1018.9,54.3,16.7,134.9,11.3,3,,2021-09-14T06:08:45,2021-09-14T18:53:12,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-15,22.2,10.3,16.4,22.2,10.3,16.4,12.3,79.2,0,0,0,,0,0,7.2,11.9,129,1017.7,44.5,13.4,186,15.9,5,,2021-09-15T06:10:24,2021-09-15T18:50:51,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-16,21.9,14,17,21.9,14,17,15,88.4,8.9,100,25,rain,0,0,7.2,12.7,157.1,1012.2,65.6,11.1,107,8.9,3,,2021-09-16T06:12:03,2021-09-16T18:48:30,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-17,18.4,14.5,16.1,18.4,14.5,16.1,14.6,90.9,0.65,100,37.5,rain,0,0,10.8,15.1,271.9,1009.7,73.3,12,108.5,9,2,,2021-09-17T06:13:42,2021-09-17T18:46:08,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-18,14.8,7.4,11.4,14.8,4.3,10.5,10.4,93.5,10.97,100,70.83,rain,0,0,18,24.3,341.2,1010.2,92.2,11,78.5,6.3,2,,2021-09-18T06:15:21,2021-09-18T18:43:47,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-19,10.9,7.6,8.9,10.9,4.5,6.8,6.4,84.4,5.01,100,16.67,rain,0,0,,21.6,332.4,1013.2,90.5,18.2,79,6.6,1,,2021-09-19T06:17:00,2021-09-19T18:41:25,0.49,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-20,9.3,6.1,7.9,6.9,3.8,5.4,4.3,78.5,0,0,0,,0,0,,19.3,320.7,1017.6,85,18.1,92.4,7.7,2,,2021-09-20T06:18:40,2021-09-20T18:39:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-21,12.7,4.6,8.8,12.7,1.3,7.3,5.7,81.7,0.01,100,4.17,rain,0,0,21.6,18.7,287.6,1022.5,52.9,15.3,128.8,10.7,3,,2021-09-21T06:20:19,2021-09-21T18:36:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-22,13.5,7.1,10,13.5,6.1,9.2,6.1,78.7,0.69,100,8.33,rain,0,0,36,22.8,313.7,1021.6,55.5,14.6,158,13.2,5,,2021-09-22T06:21:58,2021-09-22T18:34:20,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-23,16.3,8.3,12.6,16.3,7.6,12.3,10.1,85.6,0.07,100,12.5,rain,0,0,46.8,20.4,233.6,1013.2,76.2,13.3,107.2,8.9,3,,2021-09-23T06:23:38,2021-09-23T18:31:58,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-24,15.9,10.3,13.2,15.9,10.3,13.2,8.3,72.9,2.1,100,25,rain,0,0,86.4,36.3,269.1,1005.4,67.6,18.1,139.7,11.9,4,,2021-09-24T06:25:18,2021-09-24T18:29:37,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-25,18.3,10.2,15.4,18.3,10.2,15.4,12.7,84,0.01,100,4.17,rain,0,0,39.6,21.5,256.9,1013.5,67.6,17.1,86.6,6.9,2,,2021-09-25T06:26:58,2021-09-25T18:27:16,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-26,19.6,10.4,15.3,19.6,10.4,15.3,11.6,79.9,0,0,0,,0,0,,9.7,44,1021.2,39.3,14,151.5,12.7,4,,2021-09-26T06:28:38,2021-09-26T18:24:55,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-27,18.7,8.4,13,18.7,6.6,12.6,8.4,75.1,0,0,0,,0,0,25.2,22,96.3,1022.3,4.9,17.7,182.7,15.4,5,,2021-09-27T06:30:18,2021-09-27T18:22:34,0.68,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-28,15.8,6.7,11.2,15.8,4.7,10.2,6.2,73.1,0,0,0,,0,0,36,20.6,107.2,1024.4,20.6,18.1,178.8,15.1,5,,2021-09-28T06:31:59,2021-09-28T18:20:13,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-29,16.7,6.5,11.7,16.7,4,10.8,6.6,72.5,0,0,0,,0,0,50.4,36,111.2,1024.2,40.4,16.3,190.8,16.2,6,,2021-09-29T06:33:39,2021-09-29T18:17:53,0.77,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-09-30,13.3,8,11,13.3,7.4,10.7,9,87.8,3.88,100,37.5,rain,0,0,43.2,19.2,154.7,1025,69.4,12.5,83.9,6.8,2,,2021-09-30T06:35:20,2021-09-30T18:15:32,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-01,15.1,3.6,9.3,15.1,3.6,9,7,86.7,0,0,0,,0,0,10.8,14.1,119.5,1027.8,30.1,8.3,171.3,14.6,5,,2021-10-01T06:37:02,2021-10-01T18:13:13,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-02,17.9,7.7,11.8,17.9,5.7,11,9.7,88.1,0,0,0,,0,0,14.4,40.4,133.9,1020.6,61.8,10.6,113.1,9.5,3,,2021-10-02T06:38:43,2021-10-02T18:10:53,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-03,17.9,8.9,13.1,17.9,6.8,12.6,9.7,81.6,0,0,0,,0,0,43.2,22.5,130.5,1018.3,17.4,13.1,166.3,14,4,,2021-10-03T06:40:25,2021-10-03T18:08:34,0.95,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-04,20.4,10.8,14.9,20.4,10.8,14.9,10.3,75,0,0,0,,0,0,,18.2,122.3,1018.1,39.3,16.8,163.6,13.8,4,,2021-10-04T06:42:06,2021-10-04T18:06:15,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-05,20.2,9.8,14.8,20.2,7.9,14.7,9.1,70.7,0,0,0,,0,0,54,31.5,125.3,1017.9,17.2,16.2,157.4,13.2,4,,2021-10-05T06:43:49,2021-10-05T18:03:57,1,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-06,17.3,11.4,14,17.3,11.4,14,6.4,60.4,0.49,100,8.33,rain,0,0,46.8,24.6,126.5,1019.8,47.9,18.6,111.9,9.2,4,,2021-10-06T06:45:31,2021-10-06T18:01:39,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-07,15.4,7.2,11.1,15.4,4.5,10.1,3.2,59,0,0,0,,0,0,39.6,26.2,109.5,1028.5,36.8,17.8,148.3,12.4,4,,2021-10-07T06:47:14,2021-10-07T17:59:22,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-08,13.4,2.3,7.8,13.4,-0.7,6,-0.5,57.8,0,0,0,,0,0,39.6,23.5,94.8,1035.1,0,17.8,162,13.8,4,,2021-10-08T06:48:57,2021-10-08T17:57:05,0.03,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-09,13.4,2.3,7.6,13.4,2,6.9,0.8,64.5,0,0,0,,0,0,10.8,20.7,85.7,1035.8,0,16.2,160.3,13.7,4,,2021-10-09T06:50:40,2021-10-09T17:54:49,0.06,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-10,13.4,1.7,7.1,13.4,0.2,6.2,-0.1,62.7,0,0,0,,0,0,10.8,16,106.5,1031.3,8.5,15.1,157.9,13.3,4,,2021-10-10T06:52:24,2021-10-10T17:52:33,0.11,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-11,14,0.6,7.1,14,-0.3,6.4,0.2,64.3,0,0,0,,0,0,7.2,8.3,180.1,1021.3,35.2,13.1,142.2,12.1,4,,2021-10-11T06:54:07,2021-10-11T17:50:18,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-12,12.2,4.5,7.9,12.2,2.8,6.8,4.4,80.4,0.01,100,4.17,rain,0,0,39.6,18.2,258.8,1012.8,66.7,11.7,121.5,10.2,4,,2021-10-12T06:55:52,2021-10-12T17:48:04,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-13,10.1,4.2,7.1,10.1,1.8,5.2,5.3,89,0.18,100,16.67,rain,0,0,7.2,16.4,267.3,1015.6,80.1,11.6,106.6,8.9,4,,2021-10-13T06:57:36,2021-10-13T17:45:51,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-14,11.5,2,6.7,11.5,-0.3,5.4,3.5,81.8,0,0,0,,0,0,39.6,15.5,225.7,1020.4,63.6,10.4,126,10.6,4,,2021-10-14T06:59:21,2021-10-14T17:43:38,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,12105699999,EPWA,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-15,14.8,8,11.3,14.8,6.9,10.8,8.2,81.9,0.31,100,12.5,rain,0,0,43.2,23.3,214.6,1014.4,82.8,14.3,103.2,8.5,3,,2021-10-15T07:01:06,2021-10-15T17:41:26,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-16,10.7,7.4,8.9,10.7,6.1,7.1,5.6,80.1,0.02,100,8.33,rain,0,0,18,25.1,259.8,1018,85.3,16.4,96,8,3,,2021-10-16T07:02:51,2021-10-16T17:39:15,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-17,9.9,7,8.2,9.1,5.1,7.2,4.1,75.3,0,0,0,,0,0,7.2,11.2,232.2,1019.9,62.1,16.5,79.1,6.6,1,,2021-10-17T07:04:37,2021-10-17T17:37:04,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-18,11.9,6.1,8.9,11.9,4.3,7.9,5.7,81.3,0.01,100,4.17,rain,0,0,,21.1,265.4,1021.9,55,13.3,132.5,11.1,4,,2021-10-18T07:06:23,2021-10-18T17:34:55,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-19,14.3,7.4,10.2,14.3,5.7,9.4,8.2,88,2.58,100,25,rain,0,0,,12.8,137.5,1023.2,69.5,9.5,101.8,8.4,3,,2021-10-19T07:08:10,2021-10-19T17:32:47,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-20,19,9.8,14.3,19,8.4,14.2,9.5,73.7,0.22,100,12.5,rain,0,0,32.4,17.5,198.8,1011.6,70.2,17.4,106.5,8.8,2,,2021-10-20T07:09:56,2021-10-20T17:30:39,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-21,17,11,14.3,17,11,14.3,7.2,62.9,0.92,100,12.5,rain,0,0,90,48,218,999.9,48.8,18.1,76,6.2,1,,2021-10-21T07:11:43,2021-10-21T17:28:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-22,11.7,6.8,9.3,11.7,2.4,6.9,2,61,0.22,100,8.33,rain,0,0,68.4,32.3,249,1006.6,67.5,18.3,105.5,8.8,3,,2021-10-22T07:13:30,2021-10-22T17:26:27,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-23,7.9,4,6,4.3,0.5,2.4,3.5,84.5,2.78,100,25,rain,0,0,57.6,27.6,260.9,1017.2,70.7,18.3,80.3,6.7,1,,2021-10-23T07:15:18,2021-10-23T17:24:23,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-24,8.4,1.1,4.1,8.4,-1.8,2.3,3,92.7,0,0,0,,0,0,,12.9,235.5,1030.9,57.4,7.7,98.3,8.2,3,,2021-10-24T07:17:06,2021-10-24T17:22:20,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-25,11.6,-0.5,4.7,11.6,-4.1,2.6,1.2,80,0,0,0,,0,0,32.4,15.9,140.2,1026.5,17.3,11.2,132.2,11.2,3,,2021-10-25T07:18:54,2021-10-25T17:20:18,0.61,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-26,12.4,1.2,7.3,12.4,-0.8,6.4,2.7,74.2,0,0,0,,0,0,14.4,17.5,205.4,1021,53.2,13.7,91,7.8,2,,2021-10-26T07:20:42,2021-10-26T17:18:18,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-27,14.8,6.4,11,14.8,5.4,10.3,7.1,77.9,0,0,0,,0,0,14.4,16.8,239.3,1023,59.9,13.7,86.3,7.4,3,,2021-10-27T07:22:30,2021-10-27T17:16:18,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-28,13.5,6.5,11.4,13.5,4.3,11.1,8.2,80.8,0,0,0,,0,0,14.4,14.1,211.6,1024.6,65.5,15.4,81.8,6.8,2,,2021-10-28T07:24:19,2021-10-28T17:14:20,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-29,14.9,5.1,9.1,14.9,1.9,7.8,4.9,76.7,0,0,0,,0,0,10.8,15.2,134,1020.9,0.2,9.8,104.1,8.7,3,,2021-10-29T07:26:08,2021-10-29T17:12:24,0.79,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-10-30,16.2,4.4,10.1,16.2,2.3,9.1,3.3,64.8,0,0,0,,0,0,,20,131.7,1017.3,3.5,13.7,75.1,6.5,3,,2021-10-30T07:27:57,2021-10-30T17:10:28,0.84,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
warsaw,2021-10-31,17.3,5.4,10.3,17.3,3,9.2,3.5,64.2,0,0,0,,0,0,10.8,15.2,145,1015.6,2.9,16.1,69.5,6.3,3,,2021-10-31T06:29:46,2021-10-31T16:08:35,0.88,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
warsaw,2021-11-01,13.4,3.9,8.2,13.4,0.1,6.2,3.5,73.6,0,0,0,,0,0,43.2,21.4,126.8,1008.6,0,13.3,72.5,6.3,3,,2021-11-01T06:31:35,2021-11-01T16:06:42,0.93,Clear,Clear conditions throughout the day.,clear-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO"
warsaw,2021-11-02,9.8,1.7,5.8,8.2,-1.5,3.3,3.8,87.5,1.99,100,16.67,rain,0,0,,18.3,126.6,1003.5,50.6,8.1,58.9,4.9,2,,2021-11-02T06:33:25,2021-11-02T16:04:52,0.96,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-03,11.9,6,8.2,11.9,4.4,6.8,6.2,88.2,5.16,100,29.17,rain,0,0,,15.4,198.7,1006.6,62.8,10.5,89.3,7.3,1,,2021-11-03T06:35:14,2021-11-03T16:03:03,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-04,13.5,7.5,10.2,13.5,4.7,8.9,5.9,75.1,0,0,0,,0,0,50.4,25.4,133.2,1004.9,48.2,18.5,74.9,6.1,1,,2021-11-04T06:37:03,2021-11-04T16:01:15,1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-05,9.5,6.8,8.3,6.7,4,5.5,4,74.8,0.06,100,12.5,rain,0,0,61.2,24.7,227.1,1014.2,79.4,17.8,72.7,5.8,1,,2021-11-05T06:38:52,2021-11-05T15:59:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-06,10.8,7,8.6,10.8,4.3,6.5,5,78.5,0.58,100,4.17,rain,0,0,54,25.9,247.9,1023.1,84.4,17.8,70.5,5.8,1,,2021-11-06T06:40:42,2021-11-06T15:57:46,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-07,9,2.9,6.8,7.5,-0.1,4.4,2.6,75.6,0.04,100,8.33,rain,0,0,50.4,18.1,215.2,1013.6,52.7,16.5,81.5,6.8,1,,2021-11-07T06:42:31,2021-11-07T15:56:04,0.05,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-08,8,6.5,7.3,5.9,3.5,4.6,5.9,91.4,0.81,100,37.5,rain,0,0,39.6,21.2,257.7,1015.5,91.1,14.3,70.6,5.6,1,,2021-11-08T06:44:19,2021-11-08T15:54:24,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-09,5.9,-0.5,2.2,3.4,-3.5,-0.1,1,92.2,1.93,100,4.17,rain,0,0,10.8,13.3,83.5,1030.4,60.5,11.9,72.5,6,1,,2021-11-09T06:46:08,2021-11-09T15:52:46,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-10,10,-1.3,3.3,10,-4.8,0.9,1.4,88.6,0,0,0,,0,0,10.8,12.7,138.8,1029.5,22.5,9.6,107.8,9,2,,2021-11-10T06:47:56,2021-11-10T15:51:10,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-11,9,-0.7,3.7,7.1,-0.7,2.6,2.1,89.9,0,0,0,,0,0,,13.6,244.4,1023.3,38.2,7.5,103.8,8.5,2,,2021-11-11T06:49:45,2021-11-11T15:49:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EPWA,12105699999,12375099999,E1334,EPMO,F1868"
warsaw,2021-11-12,8,3.5,6.1,7.5,0.6,4.5,5.7,97,0,0,0,,0,0,,12,239.7,1022.4,92.3,3.2,78.1,6.2,1,,2021-11-12T06:51:32,2021-11-12T15:48:04,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-13,8.3,3.2,6,5.2,1.6,3.3,4.6,91.4,0,0,0,,0,0,18,21,113.9,1019.6,73.5,5.5,74,6.1,1,,2021-11-13T06:53:19,2021-11-13T15:46:34,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-14,4.8,2.3,4.1,4.8,1.3,3,3.5,96.1,0,0,0,,0,0,,10.7,57.4,1023.7,95.9,3.3,66.5,5.4,1,,2021-11-14T06:55:06,2021-11-14T15:45:06,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-15,5.4,3.7,4.8,2.8,0.2,1.8,3.8,93.2,0,0,0,,0,0,14.4,17.8,90.3,1031.7,88.1,6.6,64.9,5.1,1,,2021-11-15T06:56:52,2021-11-15T15:43:41,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-16,6.4,0.3,4.6,4.9,-2.4,2.1,3.2,91.2,0,0,0,,0,0,10.8,17,124.8,1027.4,71.1,6.9,41.8,3.5,1,,2021-11-16T06:58:38,2021-11-16T15:42:18,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-17,5.9,0,2.9,4.8,-3.7,0.4,2.2,95.4,0,0,0,,0,0,10.8,12.2,158.8,1020.9,65.9,4.3,65.8,5.6,2,,2021-11-17T07:00:23,2021-11-17T15:40:58,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-18,8,5,6.7,5,1.5,3.6,4.7,87.3,0.24,100,20.83,rain,0,0,43.2,25,252.9,1019.8,92.2,11.6,76,6.3,1,,2021-11-18T07:02:07,2021-11-18T15:39:40,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-19,11.8,7.7,9.8,11.8,3.7,8,8.8,94.1,1.87,100,66.67,rain,0,0,65.2,36.3,260.7,1014,96.5,9.1,69,5.4,0,,2021-11-19T07:03:50,2021-11-19T15:38:24,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-20,11.7,9.8,10.7,11.7,6.3,9.9,6.9,77.7,0.2,100,8.33,rain,0,0,72,36.4,272.4,1014,70.7,19,95.3,7.8,2,,2021-11-20T07:05:32,2021-11-20T15:37:11,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-21,9.8,6,8.3,7.3,3.5,5.7,5.9,84.7,0.23,100,12.5,rain,0,0,,23,251.5,1007.9,90.6,13.5,69.9,5.7,0,,2021-11-21T07:07:14,2021-11-21T15:36:01,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-22,6,0.5,4.3,5,-2.2,2.4,3.1,92.3,0,0,0,,0,0,10.8,11.7,306,1017.1,75.8,12.2,78.9,6.4,1,,2021-11-22T07:08:54,2021-11-22T15:34:53,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-23,4.8,0.8,2.5,2.2,-4,-1.1,1.7,94.4,0.49,100,25,"rain,snow",0,0,,22.2,255.6,1022,89.1,8.1,66.3,5.4,0,,2021-11-23T07:10:33,2021-11-23T15:33:48,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
warsaw,2021-11-24,5.9,4,5.1,4.7,1.1,2.8,4.3,94.8,0.14,100,16.67,rain,0,0,,17.7,236.1,1021.6,93.5,8,65.8,5.4,1,,2021-11-24T07:12:11,2021-11-24T15:32:46,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12376099999,EPWA,12105699999,12375099999,12105199999,E1334,EPMO,F1868"
